key,text,tag,file,type,mod,protected_text
VFE_TableDrugLabElectric.label,electric drug lab,label,ThingDef/ThingDef.xml,def,Vanilla Furniture Expanded - Production,electric drug lab
VFE_TableDrugLabElectric.description,"An advanced work bench equipped with containers, heaters, and measurement devices for producing various drugs with more efficiency. Consumes a lot of power.",description,ThingDef/ThingDef.xml,def,Vanilla Furniture Expanded - Production,"An advanced work bench equipped with containers, heaters, and measurement devices for producing various drugs with more efficiency. Consumes a lot of power."
VFE_FueledSmelter.label,fueled smelter,label,ThingDef/ThingDef.xml,def,Vanilla Furniture Expanded - Production,fueled smelter
VFE_FueledSmelter.description,A wood-fueled station for smelting. Extracts usable metal from slag chunks and other mixed metal items.,description,ThingDef/ThingDef.xml,def,Vanilla Furniture Expanded - Production,A wood-fueled station for smelting. Extracts usable metal from slag chunks and other mixed metal items.
VFE_TableStonecutterElectric.label,electric stonecutter's table,label,ThingDef/ThingDef.xml,def,Vanilla Furniture Expanded - Production,electric stonecutter's table
VFE_TableStonecutterElectric.description,An advanced work table with electrical saws and holders for cutting stone chunks into usable blocks in shorter duration of time on an assembly line. Consumes a lot of power.,description,ThingDef/ThingDef.xml,def,Vanilla Furniture Expanded - Production,An advanced work table with electrical saws and holders for cutting stone chunks into usable blocks in shorter duration of time on an assembly line. Consumes a lot of power.
VFE_Manufacturing.label,Manufacturing,label,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Furniture Expanded - Production,Manufacturing
VFE_Manufacturing.description,Build manufacturing benches and efficient work center.,description,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Furniture Expanded - Production,Build manufacturing benches and efficient work center.
VFE_Manufacturing.generalRules.rulesStrings.0,subject->the dawn of industry,li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Furniture Expanded - Production,(PH_1)the dawn of industry
VFE_Manufacturing.generalRules.rulesStrings.1,"subject_story->pioneered the integration of complex machinery for mass production, heralding a new era of efficiency",li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Furniture Expanded - Production,"(PH_1)pioneered the integration of complex machinery for mass production, heralding a new era of efficiency"
VFE_Manufacturing.generalRules.rulesStrings.2,"subject_story->transformed raw materials into marvels of utility, fueling the expansion of civilization",li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Furniture Expanded - Production,"(PH_1)transformed raw materials into marvels of utility, fueling the expansion of civilization"
VFE_Manufacturing.generalRules.rulesStrings.3,subject_story->devised systems of assembly that became the heartbeat of the community's economic engine,li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Furniture Expanded - Production,(PH_1)devised systems of assembly that became the heartbeat of the community's economic engine
VFE_Manufacturing.generalRules.rulesStrings.4,"subject_story->cultivated a culture of innovation, where every tool and machine is a step towards the future",li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Furniture Expanded - Production,"(PH_1)cultivated a culture of innovation, where every tool and machine is a step towards the future"
VFE_Manufacturing.generalRules.rulesStrings.5,"subject_story->founded the principles of modern manufacturing, blending craftsmanship with the precision of technology",li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Furniture Expanded - Production,"(PH_1)founded the principles of modern manufacturing, blending craftsmanship with the precision of technology"
VFE_Manufacturing.generalRules.rulesStrings.6,subject_gerund->carving the path towards a self-sustaining society with the power of industrial manufacturing,li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Furniture Expanded - Production,(PH_1)carving the path towards a self-sustaining society with the power of industrial manufacturing
VanillaExpanded.label,Vanilla Expanded,label,ResearchTabDef/ResearchTabDef.xml,def,Vanilla Furniture Expanded - Production,Vanilla Expanded
VWE_WeaponDeterioratedMessage,"{0}, equipped by {1}, has fully deteriorated.",VWE_WeaponDeterioratedMessage,Keys.xml,keyed,Vanilla Weapons Expanded,"(PH_2), equipped by (PH_1), has fully deteriorated."
VWE_WeaponDeteriorationInfo,This weapon will deteriorate after a certain number of shots.,VWE_WeaponDeteriorationInfo,Keys.xml,keyed,Vanilla Weapons Expanded,This weapon will deteriorate after a certain number of shots.
VWE_ShotRemaining,Shots remaining: {0},VWE_ShotRemaining,Keys.xml,keyed,Vanilla Weapons Expanded,Shots remaining: (PH_1)
VWE_TrenchWarfare.label,trench warfare,label,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,trench warfare
VWE_TrenchWarfare.description,Adapt a trench warfare doctrine with a selection of weapons for close-quarters combat.,description,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,Adapt a trench warfare doctrine with a selection of weapons for close-quarters combat.
VWE_TrenchWarfare.generalRules.rulesStrings.0,subject->entrenched defense,li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,(PH_1)entrenched defense
VWE_TrenchWarfare.generalRules.rulesStrings.1,"subject_story->adopted age-old strategies to modern combat, ensuring survival",li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,"(PH_1)adopted age-old strategies to modern combat, ensuring survival"
VWE_TrenchWarfare.generalRules.rulesStrings.2,subject_story->innovated in close-quarters battle tactics within the trenches,li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,(PH_1)innovated in close-quarters battle tactics within the trenches
VWE_TrenchWarfare.generalRules.rulesStrings.3,subject_story->engineered fortifications that blend with the landscape for surprise attacks,li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,(PH_1)engineered fortifications that blend with the landscape for surprise attacks
VWE_TrenchWarfare.generalRules.rulesStrings.4,subject_story->developed communication lines within trenches to coordinate assaults,li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,(PH_1)developed communication lines within trenches to coordinate assaults
VWE_TrenchWarfare.generalRules.rulesStrings.5,subject_gerund->fortifying positions with strategic ingenuity in warfare,li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,(PH_1)fortifying positions with strategic ingenuity in warfare
VWE_HeavyWeapons.label,heavy weapons,label,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,heavy weapons
VWE_HeavyWeapons.description,"Construct heavy weapons that offer superior firepower, at the cost of being very physically demanding.",description,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,"Construct heavy weapons that offer superior firepower, at the cost of being very physically demanding."
VWE_HeavyWeapons.generalRules.rulesStrings.0,subject->the weight of power,li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,(PH_1)the weight of power
VWE_HeavyWeapons.generalRules.rulesStrings.1,subject_story->developed weapons that bring unparalleled firepower to the battlefield,li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,(PH_1)developed weapons that bring unparalleled firepower to the battlefield
VWE_HeavyWeapons.generalRules.rulesStrings.2,"subject_story->balanced the scales of warfare with heavy, decisive armaments",li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,"(PH_1)balanced the scales of warfare with heavy, decisive armaments"
VWE_HeavyWeapons.generalRules.rulesStrings.3,subject_story->created training programs for specialized units to operate these weapons,li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,(PH_1)created training programs for specialized units to operate these weapons
VWE_HeavyWeapons.generalRules.rulesStrings.4,subject_story->engineered mobility solutions to transport and deploy heavy armaments,li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,(PH_1)engineered mobility solutions to transport and deploy heavy armaments
VWE_HeavyWeapons.generalRules.rulesStrings.5,subject_gerund->mastering the art of destruction with heavy weapons,li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,(PH_1)mastering the art of destruction with heavy weapons
VWE_LaserTargetingSystems.label,laser targeting systems,label,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,laser targeting systems
VWE_LaserTargetingSystems.description,Adapt laser targeting systems for accurate and swift delivery of charged payloads.,description,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,Adapt laser targeting systems for accurate and swift delivery of charged payloads.
VWE_LaserTargetingSystems.generalRules.rulesStrings.0,subject->pinpoint accuracy,li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,(PH_1)pinpoint accuracy
VWE_LaserTargetingSystems.generalRules.rulesStrings.1,subject_story->revolutionized precision strikes with advanced laser guidance,li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,(PH_1)revolutionized precision strikes with advanced laser guidance
VWE_LaserTargetingSystems.generalRules.rulesStrings.2,subject_story->enabled real-time target acquisition and adjustment,li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,(PH_1)enabled real-time target acquisition and adjustment
VWE_LaserTargetingSystems.generalRules.rulesStrings.3,subject_story->integrated systems with existing weaponry for enhanced combat effectiveness,li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,(PH_1)integrated systems with existing weaponry for enhanced combat effectiveness
VWE_LaserTargetingSystems.generalRules.rulesStrings.4,"subject_story->developed compact, portable laser designators for field operations",li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,"(PH_1)developed compact, portable laser designators for field operations"
VWE_LaserTargetingSystems.generalRules.rulesStrings.5,subject_gerund->honing the edge of warfare with technology,li,ResearchProjectDef/ResearchProjectDef.xml,def,Vanilla Weapons Expanded,(PH_1)honing the edge of warfare with technology
VanillaExpanded.label,Vanilla Expanded,label,ResearchTabDef/ResearchTabDef.xml,def,Vanilla Weapons Expanded,Vanilla Expanded
VWE_SmokeGrenade.label,smoke grenades,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,smoke grenades
VWE_SmokeGrenade.description,"Grenades loaded with liquified blind smoke. Upon landing, they instantly release their smoke payload. The non-toxic smoke covers an area, greatly reducing ranged accuracy and completely blocking automated turret targeting. It provides tactical cover for about a minute before dissipating.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"Grenades loaded with liquified blind smoke. Upon landing, they instantly release their smoke payload. The non-toxic smoke covers an area, greatly reducing ranged accuracy and completely blocking automated turret targeting. It provides tactical cover for about a minute before dissipating."
VWE_SmokeGrenade.verbs.0.label,throw smoke grenade,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,throw smoke grenade
VWE_Projectile_SmokeGrenade.label,smoke grenade,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,smoke grenade
VWE_FlashGrenade.label,stun grenades,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,stun grenades
VWE_FlashGrenade.description,"A non-lethal tactical grenade designed to temporarily incapacitate enemies. Upon detonation, it emits a powerful flash of light and a loud sound, disorienting and stunning enemies in a radius, buying time for tactical advances or retreats.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"A non-lethal tactical grenade designed to temporarily incapacitate enemies. Upon detonation, it emits a powerful flash of light and a loud sound, disorienting and stunning enemies in a radius, buying time for tactical advances or retreats."
VWE_FlashGrenade.verbs.0.label,throw flash grenade,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,throw flash grenade
VWE_Projectile_FlashGrenade.label,flash grenade,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,flash grenade
VWE_MeleeWeapon_Shovel.label,shovel,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,shovel
VWE_MeleeWeapon_Shovel.description,"One of the most versatile tools for a soldier, the entrenching tool is a simple but effective weapon. With a sturdy handle and a sharpened, heavy blade, it serves equally well for digging a trench or bludgeoning an enemy.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"One of the most versatile tools for a soldier, the entrenching tool is a simple but effective weapon. With a sturdy handle and a sharpened, heavy blade, it serves equally well for digging a trench or bludgeoning an enemy."
VWE_MeleeWeapon_Shovel.tools.0.label,handle,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,handle
VWE_MeleeWeapon_Shovel.tools.1.label,edge,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,edge
VWE_MeleeWeapon_Baton.label,baton,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,baton
VWE_MeleeWeapon_Baton.description,"A sturdy, weighted club used for incapacitation and crowd control. Its dense construction delivers powerful blunt force trauma, favored by police and security forces for non-lethal (and sometimes lethal) engagements.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"A sturdy, weighted club used for incapacitation and crowd control. Its dense construction delivers powerful blunt force trauma, favored by police and security forces for non-lethal (and sometimes lethal) engagements."
VWE_MeleeWeapon_Baton.tools.0.label,handle,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,handle
VWE_MeleeWeapon_Baton.tools.1.label,head,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,head
VWE_MeleeWeapon_CombatKnife.label,combat knife,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,combat knife
VWE_MeleeWeapon_CombatKnife.description,"OA refined and deadly tool, the military combat knife has taken many forms, but the concept has always remained the same: A handle for a sure grip and a sharp edge for cutting and thrusting, optimized for battlefield use.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"OA refined and deadly tool, the military combat knife has taken many forms, but the concept has always remained the same: A handle for a sure grip and a sharp edge for cutting and thrusting, optimized for battlefield use."
VWE_MeleeWeapon_CombatKnife.tools.0.label,handle,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,handle
VWE_MeleeWeapon_CombatKnife.tools.1.label,blade,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,blade
VWE_MeleeWeapon_CombatKnife.tools.2.label,point,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,point
VWE_MeleeWeapon_Hammer.label,hammer,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,hammer
VWE_MeleeWeapon_Hammer.description,"A simple, single-handed weapon with a heavy head, designed to deliver powerful blunt force to crush enemies. Using a hammer increases the construction speed slightly.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"A simple, single-handed weapon with a heavy head, designed to deliver powerful blunt force to crush enemies. Using a hammer increases the construction speed slightly."
VWE_MeleeWeapon_Hammer.tools.0.label,handle,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,handle
VWE_MeleeWeapon_Hammer.tools.1.label,head,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,head
VWE_MeleeWeapon_BattleAxe.label,battle axe,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,battle axe
VWE_MeleeWeapon_BattleAxe.description,"A hefty, two-handed axe designed for cleaving through foes. Its wide, sharp blade delivers devastating cutting damage, while its mass allows for powerful but slow strikes.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"A hefty, two-handed axe designed for cleaving through foes. Its wide, sharp blade delivers devastating cutting damage, while its mass allows for powerful but slow strikes."
VWE_MeleeWeapon_BattleAxe.tools.0.label,handle,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,handle
VWE_MeleeWeapon_BattleAxe.tools.1.label,edge,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,edge
VWE_MeleeWeapon_Halberd.label,poleaxe,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,poleaxe
VWE_MeleeWeapon_Halberd.description,"A versatile polearm featuring a sharp axe head and a back spike, designed for rapid, decisive blows against armored foes. The reach of the poleaxe allows to strike enemies much further away.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"A versatile polearm featuring a sharp axe head and a back spike, designed for rapid, decisive blows against armored foes. The reach of the poleaxe allows to strike enemies much further away."
VWE_MeleeWeapon_Halberd.tools.0.label,shaft,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,shaft
VWE_MeleeWeapon_Halberd.tools.1.label,spike,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,spike
VWE_MeleeWeapon_Halberd.tools.2.label,edge,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,edge
VWE_MeleeWeapon_Axe.label,hatchet,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,hatchet
VWE_MeleeWeapon_Axe.description,"A small, single-handed axe designed for quick, repeated strikes. Its light weight and short handle allow for fast swinging speed. Using a hatchet increases the plant harvest yield slightly.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"A small, single-handed axe designed for quick, repeated strikes. Its light weight and short handle allow for fast swinging speed. Using a hatchet increases the plant harvest yield slightly."
VWE_MeleeWeapon_Axe.tools.0.label,handle,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,handle
VWE_MeleeWeapon_Axe.tools.1.label,edge,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,edge
VWE_Gun_RocketLauncher.label,rocket launcher,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,rocket launcher
VWE_Gun_RocketLauncher.description,"A single-use rocket launcher firing a massive, high-explosive warhead. Slow to aim with a significant minimum range due to its power, it excels against structures, mechanoids, and armored foes. Its unwieldiness, single-use nature, and sheer destruction make it a rare and scary sight in combat.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"A single-use rocket launcher firing a massive, high-explosive warhead. Slow to aim with a significant minimum range due to its power, it excels against structures, mechanoids, and armored foes. Its unwieldiness, single-use nature, and sheer destruction make it a rare and scary sight in combat."
VWE_Gun_RocketLauncher.tools.0.label,barrel,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,barrel
VWE_Bullet_Rocket.label,rocket,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,rocket
VWE_Bow_Compound.label,compound bow,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,compound bow
VWE_Bow_Compound.description,"A compact, sophisticated compound hunting bow. Its cam system stores high energy, providing superior accuracy and launching armor-piercing, high-velocity arrows. The reduced sound signature makes it ideal for stealthy hunting.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"A compact, sophisticated compound hunting bow. Its cam system stores high energy, providing superior accuracy and launching armor-piercing, high-velocity arrows. The reduced sound signature makes it ideal for stealthy hunting."
VWE_Bow_Compound.tools.0.label,limb,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,limb
VWE_Arrow_Compound.label,compound bow arrow,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,compound bow arrow
VWE_Bullet_HandCannon.label,heavy revolver bullet,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,heavy revolver bullet
VWE_Gun_HandCannon.label,heavy revolver,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,heavy revolver
VWE_Gun_HandCannon.description,"A massive, high-caliber revolver, designed to deliver a devastating single punch. Its heavy frame and long barrel manage the immense recoil, making it slow to draw but highly effective at putting down targets with its powerful, armor-piercing rounds.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"A massive, high-caliber revolver, designed to deliver a devastating single punch. Its heavy frame and long barrel manage the immense recoil, making it slow to draw but highly effective at putting down targets with its powerful, armor-piercing rounds."
VWE_Gun_HandCannon.tools.0.label,grip,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,grip
VWE_Gun_HandCannon.tools.1.label,barrel,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,barrel
VWE_Bullet_CombatHandgun.label,combat handgun bullet,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,combat handgun bullet
VWE_CombatHandgun.label,combat handgun,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,combat handgun
VWE_CombatHandgun.description,"A modern, blowback-operated self-loading pistol designed for close-quarters engagement. It can be fired rapidly for superior short-range lethality and is slightly more accurate than standard autopistols.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"A modern, blowback-operated self-loading pistol designed for close-quarters engagement. It can be fired rapidly for superior short-range lethality and is slightly more accurate than standard autopistols."
VWE_CombatHandgun.tools.0.label,grip,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,grip
VWE_CombatHandgun.tools.1.label,barrel,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,barrel
VWE_Bullet_SawedOffShotgun.label,shotgun blast,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,shotgun blast
VWE_SawedOffShotgun.label,sawn-off shotgun,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,sawn-off shotgun
VWE_SawedOffShotgun.description,"A compact, double-barreled shotgun with a shortened stock and barrel. Designed for close-quarters engagements, it delivers a devastating, wide-spread blast at extremely short range, making it a terrifying ambush weapon.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"A compact, double-barreled shotgun with a shortened stock and barrel. Designed for close-quarters engagements, it delivers a devastating, wide-spread blast at extremely short range, making it a terrifying ambush weapon."
VWE_SawedOffShotgun.tools.0.label,stock,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,stock
VWE_SawedOffShotgun.tools.1.label,barrel,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,barrel
VWE_Bullet_GrenadeLauncher.label,frag grenade,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,frag grenade
VWE_Gun_GrenadeLauncher.label,grenade launcher,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,grenade launcher
VWE_Gun_GrenadeLauncher.description,"A lightweight, breech-loaded launcher that fires fragmentation grenades. It projects a frag grenade a moderate distance, inflicting damage in a small blast radius.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"A lightweight, breech-loaded launcher that fires fragmentation grenades. It projects a frag grenade a moderate distance, inflicting damage in a small blast radius."
VWE_Gun_GrenadeLauncher.tools.0.label,stock,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,stock
VWE_Gun_GrenadeLauncher.tools.1.label,barrel,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,barrel
VWE_Gun_Flamethrower.label,flamethrower,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,flamethrower
VWE_Gun_Flamethrower.description,"A specialized, man-portable incendiary weapon. It projects a stream of searing hot fuel that ignites on contact, rapidly spreading flame across a short-to-medium range. Highly effective against unarmored targets and excellent for clearing enclosed spaces or burning away flammable cover.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"A specialized, man-portable incendiary weapon. It projects a stream of searing hot fuel that ignites on contact, rapidly spreading flame across a short-to-medium range. Highly effective against unarmored targets and excellent for clearing enclosed spaces or burning away flammable cover."
VWE_Gun_Flamethrower.tools.0.label,stock,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,stock
VWE_Gun_Flamethrower.tools.1.label,barrel,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,barrel
VWE_Bullet_Flamethrower.label,flamethrower shot,label,VEF.Weapons.ExpandableProjectileDef/VEF.Weapons.ExpandableProjectileDef.xml,def,Vanilla Weapons Expanded,flamethrower shot
VWE_Bullet_SemiAutomaticRifle.label,semi-automatic rifle bullet,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,semi-automatic rifle bullet
VWE_Gun_SemiAutomaticRifle.label,semi-automatic rifle,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,semi-automatic rifle
VWE_Gun_SemiAutomaticRifle.description,"A durable, self-loading rifle designed for rapid, controlled fire at medium-to-long ranges. Its mechanism allows for a high rate of fire compared to bolt-action models, making it ideal for maintaining continuous pressure on an enemy.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"A durable, self-loading rifle designed for rapid, controlled fire at medium-to-long ranges. Its mechanism allows for a high rate of fire compared to bolt-action models, making it ideal for maintaining continuous pressure on an enemy."
VWE_Gun_SemiAutomaticRifle.tools.0.label,stock,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,stock
VWE_Gun_SemiAutomaticRifle.tools.1.label,barrel,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,barrel
VWE_Bullet_LeverActionRifle.label,lever-action rifle bullet,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,lever-action rifle bullet
VWE_Gun_LeverActionRifle.label,lever-action rifle,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,lever-action rifle
VWE_Gun_LeverActionRifle.description,"A traditional hunting rifle utilizing a lever-action mechanism. It offers a balance of moderate firepower, decent accuracy, and a fast follow-up shot compared to bolt-action designs, making it a reliable weapon for medium-range engagements.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"A traditional hunting rifle utilizing a lever-action mechanism. It offers a balance of moderate firepower, decent accuracy, and a fast follow-up shot compared to bolt-action designs, making it a reliable weapon for medium-range engagements."
VWE_Gun_LeverActionRifle.tools.0.label,stock,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,stock
VWE_Gun_LeverActionRifle.tools.1.label,barrel,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,barrel
VWE_Bullet_LightSMG.label,light SMG bullet,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,light SMG bullet
VWE_Gun_LightSMG.label,light SMG,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,light SMG
VWE_Gun_LightSMG.description,"A small, lightweight submachine gun designed for maneuverability in close-quarters combat. It fires a rapid burst of small-caliber rounds, making it highly effective at short range but quickly losing accuracy over distance.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"A small, lightweight submachine gun designed for maneuverability in close-quarters combat. It fires a rapid burst of small-caliber rounds, making it highly effective at short range but quickly losing accuracy over distance."
VWE_Gun_LightSMG.tools.0.label,grip,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,grip
VWE_Gun_LightSMG.tools.1.label,barrel,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,barrel
VWE_Bullet_SMG.label,SMG bullet,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,SMG bullet
VWE_Gun_SMG.label,SMG,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,SMG
VWE_Gun_SMG.description,"Modern, magazine-fed SMG built for overwhelming close-quarters fire. It uses small-caliber rounds in a long burst, sacrificing long-range accuracy for sheer, close-up firepower.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"Modern, magazine-fed SMG built for overwhelming close-quarters fire. It uses small-caliber rounds in a long burst, sacrificing long-range accuracy for sheer, close-up firepower."
VWE_Gun_SMG.tools.0.label,grip,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,grip
VWE_Gun_SMG.tools.1.label,barrel,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,barrel
VWE_Bullet_HMG.label,HMG bullet,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,HMG bullet
VWE_Gun_HMG.label,HMG,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,HMG
VWE_Gun_HMG.description,"A gas-operated heavy machine gun. Its massive frame and long barrel make it extremely heavy and slow to maneuver, but it delivers devastatingly long bursts of heavy-caliber fire, designed to suppress and tear through armored targets and groups of enemies.",description,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,"A gas-operated heavy machine gun. Its massive frame and long barrel make it extremely heavy and slow to maneuver, but it delivers devastatingly long bursts of heavy-caliber fire, designed to suppress and tear through armored targets and groups of enemies."
VWE_Gun_HMG.tools.0.label,stock,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,stock
VWE_Gun_HMG.tools.1.label,barrel,label,ThingDef/ThingDef.xml,def,Vanilla Weapons Expanded,barrel
